image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_173.jpg,Parasitic diseases,train,5.78,30.75,3.14,29.86,0.099,50.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_174.jpg,Parasitic diseases,train,6.11,28.33,3.16,27.1,0.019,19.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_176.jpg,Parasitic diseases,train,5.61,30.67,2.86,25.3,0.314,58.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_179.jpg,Parasitic diseases,train,7.07,26.12,3.27,26.4,0.744,44.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_182.jpg,Parasitic diseases,train,6.27,32.94,4.82,31.61,0.343,48.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_184.jpg,Parasitic diseases,train,7.39,29.53,1.6,19.61,0.004,44.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_186.jpg,Parasitic diseases,train,5.32,31.46,1.77,24.99,0.794,42.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_191.jpg,Parasitic diseases,train,6.22,30.0,2.37,24.86,0.21,40.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_193.jpg,Parasitic diseases,train,6.37,23.62,2.78,24.53,0.176,48.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_195.jpg,Parasitic diseases,train,7.74,32.42,2.7,29.39,0.211,63.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_197.jpg,Parasitic diseases,val,6.51,27.43,3.86,34.21,0.306,45.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_198.jpg,Parasitic diseases,train,6.35,31.2,3.34,27.3,0.303,37.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_20.jpg,Parasitic diseases,train,6.66,30.36,3.79,28.59,0.033,38.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_200.jpg,Parasitic diseases,train,6.63,31.83,2.95,28.93,0.12,40.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_201.jpg,Parasitic diseases,train,6.96,32.07,2.68,28.44,0.085,56.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_202.jpg,Parasitic diseases,train,5.33,28.07,3.68,22.38,0.577,35.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_203.jpg,Parasitic diseases,train,5.75,31.48,3.29,27.1,0.195,42.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_204.jpg,Parasitic diseases,train,7.59,29.76,3.13,22.67,0.268,63.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_207.jpg,Parasitic diseases,train,5.69,27.89,2.36,26.64,0.276,44.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_208.jpg,Parasitic diseases,val,5.85,30.67,2.94,24.34,0.335,51.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_209.jpg,Parasitic diseases,val,5.08,30.14,2.58,30.96,0.032,59.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_21.jpg,Parasitic diseases,val,6.77,32.25,4.07,21.13,0.047,39.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_211.jpg,Parasitic diseases,train,6.94,33.11,3.63,24.55,0.893,39.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_213.jpg,Parasitic diseases,train,6.88,29.06,3.3,24.87,0.14,38.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_214.jpg,Parasitic diseases,train,5.9,28.97,2.45,27.69,0.124,54.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_215.jpg,Parasitic diseases,train,7.39,28.49,4.07,25.11,0.889,30.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_216.jpg,Parasitic diseases,train,5.98,28.53,2.47,27.55,0.233,42.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_217.jpg,Parasitic diseases,train,7.46,29.74,2.85,30.24,0.425,52.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_218.jpg,Parasitic diseases,train,5.43,31.86,2.7,25.65,0.111,39.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_22.jpg,Parasitic diseases,train,5.7,29.6,3.19,26.92,0.14,59.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_221.jpg,Parasitic diseases,train,5.89,30.8,3.38,19.36,0.11,40.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_222.jpg,Parasitic diseases,train,5.66,36.69,4.66,29.87,0.131,51.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_225.jpg,Parasitic diseases,train,6.14,29.03,2.82,27.06,0.18,40.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_227.jpg,Parasitic diseases,train,6.43,35.0,2.57,24.52,0.169,28.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_228.jpg,Parasitic diseases,train,5.71,36.36,2.99,28.59,0.096,31.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_233.jpg,Parasitic diseases,train,6.52,32.81,4.29,23.92,0.709,34.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_234.jpg,Parasitic diseases,train,7.08,25.02,3.41,27.39,0.584,39.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_237.jpg,Parasitic diseases,train,5.31,26.17,2.3,37.57,0.046,45.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_243.jpg,Parasitic diseases,train,5.97,30.55,3.0,32.67,0.078,40.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_245.jpg,Parasitic diseases,val,7.26,32.86,4.2,25.66,0.046,43.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_247.jpg,Parasitic diseases,train,5.78,31.28,4.51,23.83,0.459,47.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_25.jpg,Parasitic diseases,val,5.83,36.22,2.16,33.84,0.241,26.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_254.jpg,Parasitic diseases,train,6.91,34.73,1.7,21.57,0.358,40.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_255.jpg,Parasitic diseases,train,5.99,29.48,3.45,29.88,0.098,44.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_257.jpg,Parasitic diseases,train,5.99,34.55,3.35,26.71,0.14,56.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_258.jpg,Parasitic diseases,val,6.18,29.9,3.28,27.25,0.194,46.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_259.jpg,Parasitic diseases,train,5.26,34.44,2.98,23.31,0.322,43.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_261.jpg,Parasitic diseases,train,6.01,35.27,4.13,27.39,0.308,62.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_262.jpg,Parasitic diseases,train,6.3,33.0,3.94,31.69,0.259,50.51
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_268.jpg,Parasitic diseases,train,7.18,30.42,2.9,30.45,0.105,46.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_270.jpg,Parasitic diseases,train,6.53,32.38,3.78,29.4,0.187,42.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_272.jpg,Parasitic diseases,train,5.82,30.55,1.8,27.27,0.314,45.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_273.jpg,Parasitic diseases,train,6.21,34.8,2.99,29.95,0.177,52.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_274.jpg,Parasitic diseases,train,5.47,33.12,4.69,26.71,0.334,50.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_275.jpg,Parasitic diseases,train,7.3,29.25,3.13,29.83,0.473,54.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_276.jpg,Parasitic diseases,train,6.3,30.05,3.64,31.44,0.035,52.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_279.jpg,Parasitic diseases,val,6.29,27.54,1.53,34.03,0.057,50.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_28.jpg,Parasitic diseases,train,6.54,31.69,1.93,33.7,0.015,33.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_285.jpg,Parasitic diseases,train,6.82,32.48,3.41,27.22,0.123,57.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_286.jpg,Parasitic diseases,train,5.59,30.3,3.25,29.72,0.034,51.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_287.jpg,Parasitic diseases,train,4.86,31.36,2.59,33.9,0.03,30.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_288.jpg,Parasitic diseases,train,5.4,30.3,2.51,28.05,0.012,28.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_29.jpg,Parasitic diseases,train,6.18,33.02,3.08,31.3,0.514,50.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_290.jpg,Parasitic diseases,train,6.44,34.47,2.3,26.11,0.29,44.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_291.jpg,Parasitic diseases,train,6.21,23.96,3.04,28.54,0.114,18.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_292.jpg,Parasitic diseases,train,6.3,30.44,2.17,23.72,0.324,42.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_293.jpg,Parasitic diseases,train,6.02,28.66,4.16,33.86,0.331,56.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_294.jpg,Parasitic diseases,train,5.37,30.39,2.65,20.7,0.313,51.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_297.jpg,Parasitic diseases,train,6.77,32.39,3.69,25.54,1.028,63.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_299.jpg,Parasitic diseases,train,5.71,28.67,3.58,28.87,0.049,42.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_3.jpg,Parasitic diseases,train,6.36,27.83,4.16,25.55,0.017,41.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_30.jpg,Parasitic diseases,val,6.97,28.19,2.62,24.92,0.214,60.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_301.jpg,Parasitic diseases,train,6.3,29.55,4.76,29.07,1.156,53.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_302.jpg,Parasitic diseases,train,6.04,30.33,4.53,30.16,0.2,38.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_304.jpg,Parasitic diseases,train,6.95,31.26,1.82,23.57,0.238,57.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_307.jpg,Parasitic diseases,train,6.97,28.21,3.41,28.98,0.047,62.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_309.jpg,Parasitic diseases,train,6.04,29.31,3.77,29.5,0.338,32.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_310.jpg,Parasitic diseases,train,6.29,29.59,2.51,25.94,0.04,53.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_312.jpg,Parasitic diseases,train,5.09,33.43,2.18,28.55,0.032,35.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_313.jpg,Parasitic diseases,train,5.84,36.01,2.85,24.77,0.363,37.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_314.jpg,Parasitic diseases,train,5.1,34.62,3.4,28.77,0.023,66.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_315.jpg,Parasitic diseases,train,5.93,28.16,4.2,30.3,0.289,36.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_318.jpg,Parasitic diseases,train,6.36,30.87,2.5,28.66,0.012,56.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_319.jpg,Parasitic diseases,train,6.0,31.37,3.12,31.21,0.116,57.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_322.jpg,Parasitic diseases,train,6.01,32.12,2.69,23.46,0.047,49.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_323.jpg,Parasitic diseases,val,7.19,28.63,4.62,28.13,0.163,36.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_327.jpg,Parasitic diseases,train,5.27,27.31,3.07,24.57,0.068,49.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_328.jpg,Parasitic diseases,train,5.68,32.89,2.51,23.67,0.228,55.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_329.jpg,Parasitic diseases,train,6.52,28.56,1.64,29.82,0.365,43.9
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_33.jpg,Parasitic diseases,train,6.6,25.48,2.68,37.27,0.415,45.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_39.jpg,Parasitic diseases,train,7.05,32.99,3.77,30.16,0.37,41.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_4.jpg,Parasitic diseases,train,6.2,29.53,3.21,23.33,0.042,30.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_41.jpg,Parasitic diseases,train,6.9,28.64,2.8,27.34,0.102,49.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_48.jpg,Parasitic diseases,train,6.9,33.35,3.6,28.61,0.058,62.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_5.jpg,Parasitic diseases,train,7.57,31.1,5.02,33.37,0.186,38.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_50.jpg,Parasitic diseases,train,5.49,27.23,3.89,24.33,0.118,55.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_51.jpg,Parasitic diseases,val,6.92,31.1,3.37,32.73,0.168,29.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_56.jpg,Parasitic diseases,train,6.44,29.79,2.55,28.56,0.227,34.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_58.jpg,Parasitic diseases,train,6.52,26.79,4.25,24.18,0.706,41.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_59.jpg,Parasitic diseases,val,6.89,26.97,4.39,26.99,0.139,53.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_6.jpg,Parasitic diseases,val,5.53,29.38,1.67,27.12,0.043,31.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_61.jpg,Parasitic diseases,train,5.81,31.46,3.03,29.0,0.064,40.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_63.jpg,Parasitic diseases,train,7.34,31.62,2.96,24.07,0.117,48.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_64.jpg,Parasitic diseases,train,5.53,31.41,2.13,25.36,0.182,42.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_67.jpg,Parasitic diseases,train,6.81,31.41,3.89,21.53,0.234,49.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_70.jpg,Parasitic diseases,train,6.3,32.27,1.49,36.4,0.051,55.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_72.jpg,Parasitic diseases,train,5.66,36.52,3.3,31.99,1.141,45.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_75.jpg,Parasitic diseases,val,5.48,34.69,2.7,34.14,0.247,47.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_78.jpg,Parasitic diseases,train,7.02,30.56,2.55,20.54,0.578,67.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_82.jpg,Parasitic diseases,train,5.84,33.84,2.61,34.15,0.066,39.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_85.jpg,Parasitic diseases,train,5.98,32.49,3.16,30.51,0.065,42.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_87.jpg,Parasitic diseases,train,7.33,31.56,1.61,25.92,0.312,32.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_9.jpg,Parasitic diseases,val,6.12,33.57,2.46,37.67,0.102,44.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_93.jpg,Parasitic diseases,train,4.66,27.48,0.6,36.45,0.112,62.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_94.jpg,Parasitic diseases,train,6.61,32.55,4.17,26.84,0.037,36.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_95.jpg,Parasitic diseases,train,6.6,33.01,3.28,36.71,0.041,36.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_96.jpg,Parasitic diseases,train,5.86,32.24,2.53,26.4,0.036,63.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_99.jpg,Parasitic diseases,train,6.8,28.37,2.65,30.31,0.317,56.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_1.jpeg,Viral diseases White tail disease,train,6.58,29.83,2.72,32.81,0.335,39.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_10.jpg,Viral diseases White tail disease,train,5.46,33.42,3.65,20.05,0.027,31.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_100.jpg,Viral diseases White tail disease,train,6.78,30.11,3.49,28.22,0.641,52.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_101.jpg,Viral diseases White tail disease,train,5.19,35.13,3.62,33.44,0.171,42.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_104.jpg,Viral diseases White tail disease,train,6.54,34.97,4.31,25.52,0.802,16.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_111.jpg,Viral diseases White tail disease,train,5.97,30.28,3.0,30.11,0.339,34.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_112.jpg,Viral diseases White tail disease,val,6.73,30.15,5.04,29.5,0.475,48.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_114.jpg,Viral diseases White tail disease,train,4.67,30.4,3.17,33.13,0.071,33.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_115.jpg,Viral diseases White tail disease,train,6.11,27.96,2.53,30.17,0.457,57.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_122.jpg,Viral diseases White tail disease,train,6.38,31.25,3.76,18.32,0.033,67.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_123.jpg,Viral diseases White tail disease,train,6.59,33.91,3.08,28.12,0.845,29.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Viral diseases White tail disease\Viral diseases White tail disease_124.jpg,Viral diseases White tail disease,train,6.71,32.57,3.65,24.75,0.241,48.18
