pond_id,species,ph,do_mgL,temp_C,ammonia_mgL,salinity_ppt,turbidity_ntu,water_quality_status,is_synthetic,split
pond_05144,shrimp,7.99,5.61,27.8,0.023,10.78,48.9,Optimal,True,train
pond_05145,shrimp,8.26,3.13,29.0,0.424,10.93,62.6,Critical,True,train
pond_05146,shrimp,7.69,5.98,28.4,0.0,30.67,57.7,Acceptable,True,train
pond_05147,shrimp,8.88,3.81,27.8,0.034,19.42,7.2,Acceptable,True,train
pond_05148,shrimp,7.76,7.59,26.6,0.0,11.27,31.1,Acceptable,True,val
pond_05149,shrimp,7.31,5.78,33.8,0.082,13.24,54.3,Acceptable,True,val
pond_05150,shrimp,7.74,5.78,28.4,0.12,17.0,53.8,Acceptable,True,train
pond_05151,shrimp,8.33,4.74,30.2,0.085,19.98,45.5,Optimal,True,train
pond_05152,shrimp,7.6,5.63,25.6,0.0,18.54,0.0,Poor,True,val
pond_05153,shrimp,8.15,3.93,32.5,0.253,11.89,64.0,Critical,True,val
pond_05154,shrimp,8.28,5.19,29.9,0.28,18.74,67.5,Critical,True,train
pond_05155,shrimp,7.4,5.17,28.5,0.068,13.64,43.3,Optimal,True,train
pond_05156,shrimp,7.72,6.24,28.5,0.007,22.76,44.6,Optimal,True,train
pond_05157,shrimp,8.17,3.18,31.4,0.395,17.31,50.1,Critical,True,train
pond_05158,shrimp,8.35,8.41,23.0,0.0,12.82,69.2,Poor,True,test
pond_05159,shrimp,7.73,4.79,27.7,0.11,20.79,45.0,Optimal,True,train
pond_05160,shrimp,8.08,3.98,29.2,0.004,19.11,36.2,Optimal,True,train
pond_05161,shrimp,7.86,5.31,29.2,0.133,14.39,47.6,Poor,True,train
pond_05162,shrimp,8.36,3.81,35.0,0.16,21.02,39.8,Critical,True,test
pond_05163,shrimp,8.26,2.92,28.8,0.238,20.46,40.0,Critical,True,test
pond_05164,shrimp,7.81,3.63,31.7,0.0,23.61,4.7,Acceptable,True,test
pond_05165,shrimp,8.24,1.11,33.5,0.426,20.91,50.5,Critical,True,train
pond_05166,shrimp,7.79,3.59,31.0,0.532,15.82,63.4,Critical,True,train
pond_05167,shrimp,8.23,4.45,28.0,0.265,7.7,60.4,Critical,True,train
pond_05168,shrimp,8.24,5.93,26.7,0.149,18.03,59.0,Poor,True,test
pond_05169,shrimp,9.19,3.41,31.1,0.108,18.88,38.9,Poor,True,val
pond_05170,shrimp,7.83,3.15,33.1,0.301,17.28,42.9,Critical,True,train
pond_05171,shrimp,7.93,6.04,30.7,0.147,0.44,63.8,Critical,True,train
pond_05172,shrimp,7.68,6.54,32.2,0.097,20.73,57.3,Optimal,True,train
pond_05173,shrimp,7.48,2.14,35.2,0.588,11.98,69.7,Critical,True,train
pond_05174,shrimp,7.77,5.52,31.3,0.0,20.77,26.5,Optimal,True,train
pond_05175,shrimp,8.33,5.93,27.1,0.0,26.35,26.4,Acceptable,True,val
pond_05176,shrimp,8.37,2.68,29.6,0.044,15.61,33.3,Acceptable,True,val
pond_05177,shrimp,8.15,3.03,32.5,0.059,19.41,21.1,Acceptable,True,train
pond_05178,shrimp,7.85,1.32,29.0,0.124,17.18,13.6,Acceptable,True,train
pond_05179,shrimp,7.75,4.28,32.8,0.113,19.89,49.4,Acceptable,True,train
pond_05180,shrimp,7.54,3.55,29.4,0.346,17.57,48.0,Critical,True,train
pond_05181,shrimp,7.72,4.76,30.2,0.189,14.16,44.9,Critical,True,train
pond_05182,shrimp,7.35,8.1,28.7,0.0,12.02,47.1,Acceptable,True,val
pond_05183,shrimp,8.68,6.62,29.9,0.0,25.75,10.7,Acceptable,True,train
pond_05184,shrimp,8.92,3.75,30.0,0.038,19.41,30.4,Acceptable,True,train
pond_05185,shrimp,7.03,4.55,26.0,0.082,21.57,34.1,Poor,True,test
pond_05186,shrimp,8.14,6.62,28.5,0.0,19.19,41.0,Optimal,True,train
pond_05187,shrimp,8.14,4.33,26.8,0.0,22.37,10.8,Acceptable,True,test
pond_05188,shrimp,8.1,6.23,28.6,0.0,12.07,21.4,Optimal,True,train
pond_05189,shrimp,7.7,8.56,27.8,0.0,17.46,31.3,Acceptable,True,val
pond_05190,shrimp,8.51,5.0,31.7,0.327,19.78,61.2,Poor,True,val
pond_05191,shrimp,8.21,5.61,31.8,0.037,24.11,45.2,Optimal,True,val
pond_05192,shrimp,8.52,5.75,30.7,0.053,31.7,60.4,Poor,True,train
pond_05193,shrimp,7.63,4.89,26.7,0.118,19.24,37.6,Poor,True,test
pond_05194,shrimp,7.31,5.21,29.3,0.111,13.36,40.0,Acceptable,True,train
pond_05195,shrimp,8.22,4.46,26.5,0.227,10.42,50.0,Critical,True,val
pond_05196,shrimp,7.52,6.44,29.2,0.0,12.02,36.5,Optimal,True,train
pond_05197,shrimp,8.53,3.11,30.9,0.052,12.74,27.5,Acceptable,True,train
pond_05198,shrimp,6.94,5.05,31.7,0.0,1.04,10.2,Poor,True,train
pond_05199,shrimp,7.77,5.87,30.5,0.0,13.28,28.0,Optimal,True,train
pond_05200,shrimp,7.69,3.45,32.3,0.296,20.94,56.7,Critical,True,train
pond_05201,shrimp,7.83,3.78,30.1,0.558,17.41,65.2,Critical,True,train
pond_05202,shrimp,8.13,4.74,29.0,0.118,15.58,24.5,Acceptable,True,test
pond_05203,shrimp,8.2,3.2,31.4,0.008,8.08,5.3,Poor,True,train
pond_05204,shrimp,8.32,4.44,31.5,0.202,22.78,58.5,Critical,True,train
pond_05205,shrimp,8.38,4.01,28.3,0.105,19.81,41.4,Optimal,True,train
pond_05206,shrimp,7.91,3.56,30.3,0.031,16.93,13.1,Acceptable,True,train
pond_05207,shrimp,9.05,5.63,28.9,0.0,4.89,0.0,Poor,True,train
pond_05208,shrimp,8.69,6.75,25.1,0.0,14.3,20.7,Acceptable,True,train
pond_05209,shrimp,7.84,4.18,30.5,0.03,19.39,30.7,Optimal,True,train
pond_05210,shrimp,7.93,3.6,26.7,0.013,16.84,17.0,Acceptable,True,train
pond_05211,shrimp,7.83,6.01,30.2,0.0,18.06,53.8,Optimal,True,train
pond_05212,shrimp,8.18,5.18,26.1,0.0,20.77,23.7,Acceptable,True,train
pond_05213,shrimp,7.51,7.71,27.9,0.0,17.85,40.2,Optimal,True,train
pond_05214,shrimp,7.61,4.9,28.5,0.466,20.57,87.5,Critical,True,train
pond_05215,shrimp,6.92,4.24,32.1,0.163,12.36,42.3,Critical,True,val
pond_05216,shrimp,7.8,4.6,28.3,0.159,10.27,37.7,Poor,True,train
pond_05217,shrimp,8.53,5.74,27.1,0.0,19.63,38.1,Acceptable,True,train
pond_05218,shrimp,7.92,8.75,30.3,0.0,20.75,53.4,Acceptable,True,train
pond_05219,shrimp,7.95,4.51,29.0,0.218,19.85,50.9,Critical,True,test
pond_05220,shrimp,8.14,5.86,31.2,0.0,17.72,19.9,Optimal,True,train
pond_05221,shrimp,7.5,5.52,27.3,0.0,15.22,31.8,Optimal,True,train
pond_05222,shrimp,8.01,6.08,30.0,0.0,18.16,26.7,Optimal,True,test
pond_05223,shrimp,8.45,1.0,34.9,0.316,19.09,34.3,Critical,True,test
pond_05224,shrimp,8.15,7.28,29.0,0.117,19.42,76.5,Acceptable,True,train
pond_05225,shrimp,8.49,5.1,29.9,0.13,31.34,52.3,Poor,True,train
pond_05226,shrimp,8.63,5.48,25.8,0.0,11.94,38.4,Acceptable,True,train
pond_05227,shrimp,8.33,6.4,27.6,0.182,34.74,64.9,Critical,True,train
pond_05228,shrimp,7.64,4.7,30.5,0.032,10.09,43.8,Optimal,True,train
pond_05229,shrimp,7.83,3.62,28.8,0.0,19.12,7.2,Optimal,True,train
pond_05230,shrimp,8.97,1.52,30.9,0.684,10.43,73.3,Critical,True,test
pond_05231,shrimp,8.16,6.74,30.4,0.044,18.68,36.9,Optimal,True,train
pond_05232,shrimp,8.09,5.32,26.6,0.0,22.4,0.0,Acceptable,True,train
pond_05233,shrimp,7.57,3.46,31.7,0.0,17.18,8.0,Acceptable,True,test
pond_05234,shrimp,7.95,4.9,26.8,0.227,22.35,62.6,Critical,True,train
pond_05235,shrimp,8.36,7.02,27.8,0.0,14.67,8.3,Optimal,True,train
pond_05236,shrimp,8.01,4.07,30.0,0.288,5.73,67.0,Critical,True,val
pond_05237,shrimp,7.74,4.63,32.9,0.159,20.45,41.6,Poor,True,test
pond_05238,shrimp,7.86,5.0,27.3,0.22,17.17,54.3,Critical,True,val
pond_05239,shrimp,8.6,3.21,29.8,0.351,14.36,34.9,Critical,True,train
pond_05240,shrimp,8.33,5.79,29.8,0.0,14.74,50.5,Optimal,True,train
pond_05241,shrimp,8.27,5.73,30.9,0.0,19.24,46.3,Optimal,True,train
pond_05242,shrimp,8.22,3.27,32.1,0.345,12.52,39.2,Critical,True,train
pond_05243,shrimp,7.41,5.0,28.6,0.0,19.06,18.7,Optimal,True,train
pond_05244,shrimp,8.14,4.31,31.7,0.143,23.54,47.2,Poor,True,train
pond_05245,shrimp,8.53,4.54,32.4,0.0,28.33,3.7,Poor,True,train
pond_05246,shrimp,7.87,6.1,33.4,0.014,24.72,58.6,Acceptable,True,test
pond_05247,shrimp,8.49,4.11,30.6,0.193,17.89,43.9,Critical,True,train
pond_05248,shrimp,8.27,4.31,29.8,0.185,18.42,49.3,Critical,True,train
pond_05249,shrimp,8.41,4.87,28.5,0.0,14.8,0.0,Acceptable,True,train
pond_05250,shrimp,8.03,4.54,26.3,0.0,14.44,17.5,Acceptable,True,train
pond_05251,shrimp,8.44,2.9,28.9,0.228,21.8,29.9,Critical,True,train
pond_05252,shrimp,7.27,4.89,29.7,0.187,15.31,53.5,Critical,True,train
pond_05253,shrimp,8.02,5.5,29.3,0.0,19.01,21.1,Optimal,True,train
pond_05254,shrimp,8.36,4.44,30.8,0.532,11.71,91.0,Critical,True,val
pond_05255,shrimp,8.15,5.6,26.3,0.0,24.54,34.7,Acceptable,True,test
pond_05256,shrimp,8.55,3.83,29.1,0.0,15.23,19.7,Optimal,True,val
pond_05257,shrimp,7.92,3.91,33.9,0.078,22.98,36.3,Acceptable,True,train
pond_05258,shrimp,7.73,4.41,31.7,0.011,13.13,21.0,Optimal,True,train
pond_05259,shrimp,7.18,5.0,30.9,0.0,12.84,16.3,Acceptable,True,train
pond_05260,shrimp,7.86,4.95,30.4,0.23,24.3,60.2,Critical,True,test
pond_05261,shrimp,8.26,5.49,28.7,0.041,13.56,50.3,Optimal,True,train
pond_05262,shrimp,8.38,7.43,25.6,0.0,8.38,50.3,Acceptable,True,test
pond_05263,shrimp,7.3,5.21,30.5,0.161,11.28,65.5,Poor,True,val
pond_05264,shrimp,8.59,6.85,24.1,0.0,21.71,49.7,Poor,True,val
pond_05265,shrimp,7.51,2.9,28.8,0.131,21.18,18.7,Poor,True,train
pond_05266,shrimp,7.94,6.07,29.5,0.033,12.81,54.2,Optimal,True,train
pond_05267,shrimp,7.72,4.71,28.5,0.0,13.53,17.5,Optimal,True,train
pond_05268,shrimp,8.21,3.59,34.3,0.33,20.7,30.4,Critical,True,train
pond_05269,shrimp,8.05,2.18,33.5,0.37,24.24,39.1,Critical,True,train
pond_05270,shrimp,8.34,6.69,31.8,0.0,16.62,37.1,Optimal,True,train
pond_05271,shrimp,8.92,2.39,27.5,0.126,20.05,4.2,Critical,True,train
pond_05272,shrimp,8.2,5.43,33.7,0.0,21.8,20.6,Poor,True,val
pond_05273,shrimp,7.71,4.94,30.9,0.056,28.84,39.5,Acceptable,True,val
pond_05274,shrimp,8.23,3.08,27.4,0.227,10.64,27.8,Critical,True,train
pond_05275,shrimp,8.97,7.22,29.6,0.141,13.32,62.5,Poor,True,train
pond_05276,shrimp,8.33,4.84,31.6,0.314,14.21,65.9,Critical,True,val
pond_05277,shrimp,8.47,2.33,28.2,0.18,21.55,17.6,Critical,True,test
pond_05278,shrimp,7.2,4.21,29.8,0.052,15.61,41.2,Acceptable,True,train
pond_05279,shrimp,8.19,5.25,30.2,0.262,18.72,71.7,Critical,True,val
pond_05280,shrimp,7.87,7.52,27.1,0.0,17.67,37.3,Optimal,True,val
pond_05281,shrimp,7.66,4.47,28.9,0.103,17.01,31.9,Optimal,True,train
pond_05282,shrimp,7.99,2.24,27.2,0.32,17.59,57.2,Critical,True,val
pond_05283,shrimp,8.05,6.03,31.4,0.0,22.66,34.5,Optimal,True,train
pond_05284,shrimp,7.69,5.94,27.5,0.283,11.66,65.4,Critical,True,val
pond_05285,shrimp,8.09,1.95,30.1,0.26,16.18,28.1,Critical,True,train
pond_05286,shrimp,7.91,6.05,26.4,0.0,10.32,30.5,Acceptable,True,train
pond_05287,shrimp,8.35,6.02,27.0,0.112,18.25,55.8,Acceptable,True,train
pond_05288,shrimp,8.11,5.12,26.9,0.063,15.92,42.0,Acceptable,True,train
pond_05289,shrimp,8.19,3.98,28.9,0.128,22.88,42.2,Poor,True,test
pond_05290,shrimp,8.49,3.96,29.9,0.0,16.97,1.8,Acceptable,True,train
pond_05291,shrimp,8.28,4.19,30.3,0.148,14.56,32.9,Poor,True,train
pond_05292,shrimp,8.0,6.29,25.6,0.102,15.64,57.3,Acceptable,True,train
pond_05293,shrimp,6.96,5.85,29.1,0.0,26.48,24.3,Acceptable,True,train
pond_05294,shrimp,8.26,2.67,27.8,0.401,8.36,54.0,Poor,True,train
pond_05295,shrimp,7.54,4.79,30.7,0.22,13.55,45.4,Critical,True,test
pond_05296,shrimp,7.96,5.55,28.9,0.02,17.2,36.0,Optimal,True,train
pond_05297,shrimp,8.19,5.05,29.3,0.32,13.5,67.2,Critical,True,train
pond_05298,shrimp,8.67,4.76,27.9,0.044,19.7,33.2,Optimal,True,train
pond_05299,shrimp,8.92,5.47,33.3,0.0,16.69,34.6,Poor,True,train
pond_05300,shrimp,7.54,7.18,26.7,0.0,18.41,35.8,Acceptable,True,test
pond_05301,shrimp,7.34,4.6,28.6,0.15,17.65,41.6,Poor,True,train
pond_05302,shrimp,8.16,4.64,29.7,0.256,16.43,55.3,Critical,True,train
pond_05303,shrimp,8.12,5.88,28.9,0.0,9.9,10.5,Acceptable,True,train
pond_05304,shrimp,7.4,6.8,27.8,0.012,17.97,57.4,Optimal,True,train
pond_05305,shrimp,7.99,4.91,25.5,0.097,7.3,41.4,Poor,True,train
pond_05306,shrimp,8.3,3.96,28.0,0.224,13.3,51.1,Critical,True,train
pond_05307,shrimp,7.38,5.7,27.4,0.477,19.69,87.8,Critical,True,train
pond_05308,shrimp,7.5,2.44,33.2,0.226,23.54,29.8,Critical,True,train
pond_05309,shrimp,7.68,1.11,34.5,0.232,29.92,15.5,Critical,True,train
pond_05310,shrimp,7.89,3.85,29.4,0.186,14.64,43.9,Critical,True,train
pond_05311,shrimp,8.35,6.14,26.4,0.005,12.24,47.0,Acceptable,True,train
pond_05312,shrimp,7.84,6.22,31.1,0.0,19.87,57.4,Optimal,True,val
pond_05313,shrimp,8.03,4.54,27.3,0.0,27.28,29.2,Acceptable,True,train
pond_05314,shrimp,9.12,4.98,28.3,0.0,25.43,23.4,Acceptable,True,train
pond_05315,shrimp,7.52,5.36,28.1,0.0,11.31,9.3,Optimal,True,train
pond_05316,shrimp,7.67,4.32,28.4,0.0,16.23,12.7,Optimal,True,train
pond_05317,shrimp,8.34,4.14,28.7,0.138,21.68,31.7,Critical,True,train
pond_05318,shrimp,8.49,5.99,26.6,0.0,22.06,37.7,Acceptable,True,train
pond_05319,shrimp,8.21,3.78,28.0,0.45,20.26,81.3,Critical,True,train
pond_05320,shrimp,8.9,3.27,31.7,0.0,14.53,6.1,Poor,True,test
pond_05321,shrimp,8.16,4.58,29.4,0.166,20.21,46.7,Poor,True,train
pond_05322,shrimp,7.01,5.11,29.8,0.0,22.11,25.5,Acceptable,True,train
pond_05323,shrimp,8.05,4.32,24.6,0.228,11.87,44.5,Critical,True,train
pond_05324,shrimp,7.71,4.07,31.6,0.057,24.32,28.9,Optimal,True,test
pond_05325,shrimp,8.69,3.66,28.0,0.348,22.46,60.7,Critical,True,train
pond_05326,shrimp,8.48,3.3,32.0,0.302,12.92,60.6,Critical,True,val
pond_05327,shrimp,7.21,5.65,29.8,0.066,22.09,37.7,Acceptable,True,train
pond_05328,shrimp,8.68,5.05,28.3,0.376,21.47,68.8,Critical,True,test
pond_05329,shrimp,8.47,7.81,25.8,0.0,21.68,55.2,Acceptable,True,val
pond_05330,shrimp,7.84,3.41,34.3,0.433,25.67,67.9,Critical,True,val
pond_05331,shrimp,7.96,5.48,31.3,0.009,16.94,39.1,Optimal,True,train
pond_05332,shrimp,8.7,5.24,31.4,0.206,18.82,59.0,Critical,True,train
pond_05333,shrimp,7.01,3.69,33.5,0.089,2.49,24.6,Poor,True,train
pond_05334,shrimp,8.22,3.09,30.0,0.0,23.14,22.6,Acceptable,True,train
pond_05335,shrimp,8.55,3.86,32.5,0.538,22.61,83.6,Critical,True,val
pond_05336,shrimp,7.96,4.45,28.4,0.024,24.46,18.3,Optimal,True,val
pond_05337,shrimp,8.32,3.67,31.1,0.194,11.85,31.3,Critical,True,train
pond_05338,shrimp,8.05,5.37,28.1,0.0,22.29,2.0,Acceptable,True,test
pond_05339,shrimp,7.61,3.36,28.4,0.071,22.6,23.1,Acceptable,True,val
pond_05340,shrimp,7.6,3.69,29.7,0.0,13.42,20.1,Optimal,True,train
pond_05341,shrimp,8.36,4.35,26.7,0.0,22.81,26.6,Acceptable,True,train
pond_05342,shrimp,7.68,4.3,30.2,0.123,19.55,46.0,Acceptable,True,train
pond_05343,shrimp,7.24,4.07,28.8,0.146,7.66,50.8,Poor,True,val
pond_05344,shrimp,8.06,5.15,25.1,0.0,20.21,19.9,Acceptable,True,train
pond_05345,shrimp,7.74,5.24,28.5,0.0,12.78,24.2,Optimal,True,train
pond_05346,shrimp,7.4,4.47,28.7,0.201,7.78,61.7,Critical,True,test
pond_05347,shrimp,8.04,4.29,31.4,0.342,19.02,74.1,Critical,True,train
pond_05348,shrimp,8.38,3.29,30.1,0.448,16.64,65.1,Critical,True,val
pond_05349,shrimp,8.01,2.94,32.7,0.183,24.72,7.1,Critical,True,train
pond_05350,shrimp,7.47,6.94,30.6,0.102,18.0,63.8,Optimal,True,test
pond_05351,shrimp,8.24,4.3,28.3,0.328,21.28,77.1,Critical,True,train
pond_05352,shrimp,8.52,2.31,29.4,0.0,19.8,6.1,Acceptable,True,test
pond_05353,shrimp,9.11,5.42,28.7,0.237,22.62,61.7,Critical,True,train
pond_05354,shrimp,8.72,3.66,30.6,0.115,12.12,44.5,Poor,True,val
pond_05355,shrimp,7.5,5.06,29.6,0.086,18.09,33.5,Optimal,True,test
pond_05356,shrimp,8.43,5.07,28.1,0.093,16.23,42.1,Optimal,True,train
pond_05357,shrimp,8.13,5.45,29.5,0.083,20.6,48.9,Optimal,True,train
pond_05358,shrimp,7.42,4.4,30.5,0.169,18.41,63.2,Critical,True,test
pond_05359,shrimp,8.14,5.13,27.3,0.283,13.62,62.1,Critical,True,train
pond_05360,shrimp,8.96,5.99,30.2,0.0,15.14,9.9,Acceptable,True,train
pond_05361,shrimp,8.6,3.09,26.0,0.136,26.07,27.0,Critical,True,train
pond_05362,shrimp,7.49,2.55,31.9,0.271,7.68,41.9,Critical,True,train
pond_05363,shrimp,8.01,3.49,30.7,0.314,20.9,71.4,Poor,True,train
pond_05364,shrimp,8.25,1.79,33.1,0.015,23.83,0.0,Poor,True,train
pond_05365,shrimp,7.14,4.89,27.0,0.0,20.18,27.8,Acceptable,True,train
pond_05366,shrimp,7.15,3.43,32.0,0.0,27.84,9.4,Poor,True,test
pond_05367,shrimp,8.08,5.41,31.6,0.0,22.16,12.6,Optimal,True,test
pond_05368,shrimp,8.08,4.8,29.1,0.277,19.11,59.7,Critical,True,train
pond_05369,shrimp,7.08,4.77,28.7,0.001,14.43,29.4,Acceptable,True,test
pond_05370,shrimp,8.19,5.0,27.1,0.0,19.21,0.0,Acceptable,True,test
pond_05371,shrimp,8.54,4.35,26.5,0.049,20.75,36.8,Acceptable,True,train
pond_05372,shrimp,7.89,6.32,27.8,0.212,17.02,80.7,Critical,True,train
pond_05373,shrimp,8.03,7.01,26.7,0.0,12.91,3.9,Acceptable,True,train
pond_05374,shrimp,8.29,2.39,33.0,0.366,10.38,50.7,Critical,True,train
pond_05375,shrimp,8.22,7.65,26.2,0.0,18.02,71.4,Optimal,True,train
pond_05376,shrimp,7.17,3.91,29.8,0.152,8.86,39.0,Critical,True,train
pond_05377,shrimp,7.55,3.64,30.5,0.364,14.41,78.6,Critical,True,train
pond_05378,shrimp,7.8,5.15,30.3,0.0,3.63,26.8,Poor,True,train
pond_05379,shrimp,7.57,5.21,30.5,0.31,21.58,68.9,Critical,True,train
pond_05380,shrimp,8.73,4.15,31.6,0.318,23.35,64.2,Critical,True,train
pond_05381,shrimp,8.32,4.65,28.5,0.0,17.43,39.3,Optimal,True,train
pond_05382,shrimp,7.45,6.15,29.7,0.0,27.07,10.3,Acceptable,True,val
pond_05383,shrimp,7.89,4.23,28.9,0.0,24.41,20.0,Optimal,True,val
pond_05384,shrimp,8.57,3.94,32.4,0.0,19.64,0.0,Acceptable,True,train
pond_05385,shrimp,7.68,5.57,34.1,0.081,16.38,51.9,Acceptable,True,test
pond_05386,shrimp,8.43,3.91,26.9,0.242,15.08,49.5,Critical,True,train
pond_05387,shrimp,8.69,5.47,25.0,0.039,20.09,41.6,Acceptable,True,train
pond_05388,shrimp,8.61,5.69,30.8,0.0,16.22,37.5,Optimal,True,train
pond_05389,shrimp,8.09,4.79,31.9,0.286,20.02,67.2,Critical,True,test
pond_05390,shrimp,8.63,4.7,33.8,0.113,20.42,46.0,Poor,True,train
pond_05391,shrimp,7.74,2.77,31.1,0.287,15.74,28.9,Critical,True,train
pond_05392,shrimp,9.24,4.35,32.6,0.133,23.03,42.9,Poor,True,train
pond_05393,shrimp,8.12,3.46,33.2,0.508,15.74,81.0,Critical,True,val
pond_05394,shrimp,8.57,6.65,32.7,0.038,17.12,52.4,Acceptable,True,test
pond_05395,shrimp,7.82,5.24,31.4,0.0,11.62,32.2,Optimal,True,test
pond_05396,shrimp,8.25,5.54,26.7,0.0,15.51,39.1,Acceptable,True,train
pond_05397,shrimp,8.27,5.15,29.5,0.153,28.87,49.3,Critical,True,train
pond_05398,shrimp,7.54,4.69,30.2,0.059,12.05,31.6,Optimal,True,train
pond_05399,shrimp,7.52,5.7,29.3,0.074,19.41,29.8,Optimal,True,val
pond_05400,shrimp,7.9,3.8,29.4,0.214,14.5,39.8,Critical,True,train
pond_05401,shrimp,8.55,5.5,32.9,0.303,4.82,70.4,Critical,True,train
pond_05402,shrimp,7.08,3.66,27.8,0.344,20.07,55.8,Critical,True,train
pond_05403,shrimp,7.82,4.57,31.3,0.0,13.94,31.8,Optimal,True,train
pond_05404,shrimp,8.65,3.62,30.2,0.221,18.75,57.4,Critical,True,train
pond_05405,shrimp,7.38,5.37,27.6,0.0,22.44,40.2,Optimal,True,train
pond_05406,shrimp,8.63,6.63,27.1,0.027,18.29,46.9,Acceptable,True,train
pond_05407,shrimp,7.44,3.77,25.8,0.304,18.81,45.1,Critical,True,train
pond_05408,shrimp,7.54,4.31,30.6,0.0,12.23,0.0,Acceptable,True,test
pond_05409,shrimp,7.93,3.11,29.4,0.0,20.89,0.0,Acceptable,True,train
pond_05410,shrimp,8.94,4.96,27.7,0.218,15.96,44.5,Critical,True,train
pond_05411,shrimp,7.68,4.19,25.4,0.0,6.01,22.9,Poor,True,train
pond_05412,shrimp,7.13,4.73,30.5,0.0,21.55,7.2,Acceptable,True,train
pond_05413,shrimp,7.3,4.39,29.1,0.008,23.23,23.6,Acceptable,True,val
pond_05414,shrimp,8.47,6.12,27.9,0.199,25.15,58.5,Critical,True,train
pond_05415,shrimp,7.32,6.85,27.4,0.0,28.94,47.2,Poor,True,train
pond_05416,shrimp,8.59,4.96,29.0,0.063,21.25,55.4,Optimal,True,train
pond_05417,shrimp,8.03,5.59,30.5,0.085,19.83,49.1,Optimal,True,val
pond_05418,shrimp,7.98,6.66,28.8,0.0,23.0,21.6,Optimal,True,val
pond_05419,shrimp,8.15,4.41,26.9,0.022,12.12,55.5,Acceptable,True,train
pond_05420,shrimp,7.6,6.56,29.4,0.09,7.8,51.7,Acceptable,True,test
pond_05421,shrimp,8.07,4.13,31.8,0.023,14.38,37.7,Optimal,True,val
pond_05422,shrimp,7.4,3.6,29.6,0.239,24.02,41.2,Critical,True,train
pond_05423,shrimp,8.67,5.12,29.7,0.033,13.36,55.8,Optimal,True,test
pond_05424,shrimp,7.49,4.91,28.8,0.0,19.56,25.0,Optimal,True,test
pond_05425,shrimp,8.22,3.65,27.5,0.383,20.15,61.8,Critical,True,train
pond_05426,shrimp,7.48,4.03,27.5,0.314,18.34,51.3,Critical,True,val
pond_05427,shrimp,7.73,7.76,25.8,0.0,9.97,40.0,Acceptable,True,train
pond_05428,shrimp,7.81,4.43,32.1,0.509,18.88,70.6,Critical,True,train
pond_05429,shrimp,9.49,6.3,30.5,0.0,14.68,14.1,Poor,True,val
pond_05430,shrimp,7.99,4.25,29.7,0.0,26.37,30.8,Optimal,True,train
pond_05431,shrimp,7.59,3.66,30.2,0.051,23.25,26.4,Optimal,True,test
pond_05432,shrimp,7.78,2.58,30.2,0.295,14.88,47.2,Critical,True,train
pond_05433,shrimp,7.25,6.4,27.9,0.144,26.71,63.6,Poor,True,val
pond_05434,shrimp,7.92,5.49,28.8,0.0,18.89,20.3,Optimal,True,train
pond_05435,shrimp,8.93,4.6,28.5,0.633,7.81,106.1,Critical,True,test
pond_05436,shrimp,8.17,2.34,35.0,0.223,16.57,26.7,Critical,True,train
pond_05437,shrimp,8.45,5.54,31.7,0.185,25.99,47.2,Critical,True,test
pond_05438,shrimp,7.55,4.49,29.9,0.072,12.49,40.1,Optimal,True,train
pond_05439,shrimp,7.9,3.78,32.5,0.195,16.62,40.9,Critical,True,train
pond_05440,shrimp,8.1,3.34,32.2,0.126,9.52,24.2,Poor,True,train
pond_05441,shrimp,7.64,5.14,26.5,0.211,10.39,61.4,Critical,True,train
pond_05442,shrimp,8.2,5.59,29.0,0.0,12.41,22.9,Optimal,True,train
pond_05443,shrimp,8.31,3.11,29.5,0.0,10.25,4.6,Acceptable,True,val
pond_05444,shrimp,8.27,4.53,30.8,0.0,13.6,17.6,Optimal,True,val
pond_05445,shrimp,7.92,6.08,29.0,0.232,26.56,68.9,Critical,True,test
pond_05446,shrimp,8.55,4.76,29.3,0.267,16.8,65.0,Critical,True,train
pond_05447,shrimp,7.87,6.34,28.5,0.0,21.32,0.0,Acceptable,True,train
pond_05448,shrimp,7.83,5.78,31.8,0.003,23.0,56.3,Optimal,True,train
pond_05449,shrimp,8.72,6.75,26.3,0.0,10.9,0.4,Poor,True,train
pond_05450,shrimp,7.45,4.41,28.6,0.111,12.43,39.5,Acceptable,True,test
pond_05451,shrimp,7.15,5.86,25.4,0.0,21.21,15.8,Poor,True,train
pond_05452,shrimp,7.57,5.83,27.2,0.026,13.51,57.8,Optimal,True,train
pond_05453,shrimp,8.19,4.05,30.2,0.193,20.85,51.1,Critical,True,train
pond_05454,shrimp,8.64,3.99,30.2,0.202,26.23,59.6,Critical,True,val
pond_05455,shrimp,7.67,4.31,28.8,0.148,9.0,34.1,Poor,True,test
pond_05456,shrimp,8.91,7.18,32.0,0.0,15.04,36.2,Acceptable,True,test
pond_05457,shrimp,8.01,3.66,32.5,0.085,15.91,10.0,Acceptable,True,test
pond_05458,shrimp,7.94,6.12,29.3,0.0,14.1,19.4,Optimal,True,val
pond_05459,shrimp,7.58,3.61,30.1,0.377,13.66,59.0,Critical,True,train
pond_05460,shrimp,8.98,7.11,28.5,0.0,14.29,47.3,Acceptable,True,val
pond_05461,shrimp,7.92,3.97,30.9,0.205,16.92,42.1,Critical,True,train
