image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-53-img-1.jpg,Healthy,train,6.5,28.75,6.91,15.96,0.008,13.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-53-img-2.jpg,Healthy,val,7.12,27.27,6.48,12.19,0.027,2.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-54-img-2.jpg,Healthy,train,6.76,27.43,6.32,11.59,0.012,9.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-55-img-1.jpg,Healthy,train,7.13,25.55,7.45,18.25,0.013,8.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-55-img-3.jpg,Healthy,test,7.4,28.22,5.92,15.43,0.004,8.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-56-img-1.jpg,Healthy,train,7.02,25.19,6.23,16.67,0.052,12.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-56-img-2.jpg,Healthy,train,7.33,27.83,6.24,13.56,0.016,11.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-1.jpg,Healthy,train,7.04,26.73,5.95,16.36,0.005,10.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-2.jpg,Healthy,train,7.36,26.8,7.11,13.73,0.012,13.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-57-img-3.jpg,Healthy,train,7.19,24.64,6.03,13.66,0.005,11.79
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-58-img-1.jpg,Healthy,train,7.47,25.09,6.73,9.5,0.018,10.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-58-img-2.jpg,Healthy,train,7.04,28.08,6.31,15.77,0.001,10.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-59-img-1.jpg,Healthy,train,4.78,27.15,9.19,16.02,0.001,23.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-59-img-2.jpg,Healthy,train,7.11,26.43,6.48,14.15,0.005,12.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-59-img-3.jpg,Healthy,train,6.93,25.38,5.93,14.1,0.028,15.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-6-img-2.jpg,Healthy,train,6.81,27.14,6.99,18.7,0.053,10.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-6-img-3.jpg,Healthy,train,7.59,24.92,6.87,14.61,0.065,11.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-1.jpg,Healthy,test,7.17,26.32,7.29,16.97,0.008,12.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-2.jpg,Healthy,train,7.36,27.31,7.24,13.79,0.012,11.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-60-img-3.jpg,Healthy,train,7.5,25.3,6.82,14.62,0.001,8.71
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-61-img-2.jpg,Healthy,test,7.29,26.13,5.0,14.63,0.022,7.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-62-img-2.jpg,Healthy,train,7.34,28.28,6.03,18.49,0.01,11.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-62-img-3.jpg,Healthy,train,7.38,24.76,6.2,13.94,0.011,8.83
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-63-img-3.jpg,Healthy,train,7.31,25.14,5.59,15.54,0.014,14.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-64-img-1.jpg,Healthy,train,6.71,27.37,6.55,17.53,0.021,9.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-64-img-2.jpg,Healthy,train,7.28,27.91,6.87,15.58,0.01,13.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-65-img-1.jpg,Healthy,train,7.35,24.3,7.71,18.03,0.001,13.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-65-img-2.jpg,Healthy,train,6.91,26.12,6.63,12.52,0.007,11.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-66-img-1.jpg,Healthy,val,7.34,25.38,7.44,16.11,0.006,7.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-66-img-2.jpg,Healthy,train,7.52,25.29,6.45,17.65,0.009,15.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-66-img-3.jpg,Healthy,train,7.04,23.72,5.08,14.1,0.01,13.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-1.jpg,Healthy,train,9.03,27.73,1.83,14.22,0.054,13.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-2.jpg,Healthy,train,6.04,26.68,5.7,15.12,0.025,13.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-67-img-3.jpg,Healthy,train,7.38,26.24,6.21,15.45,0.009,5.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-68-img-1.jpg,Healthy,test,7.54,26.64,7.1,12.26,0.002,9.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-69-img-2.jpg,Healthy,train,7.72,24.71,6.22,15.41,0.01,10.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-69-img-3.jpg,Healthy,test,7.1,25.86,6.24,11.97,0.014,12.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-1.jpg,Healthy,train,7.27,27.04,5.87,18.41,0.028,17.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-2.jpg,Healthy,test,7.31,27.16,6.78,15.47,0.016,11.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-7-img-3.jpg,Healthy,train,6.61,24.32,6.41,15.62,0.037,19.05
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-70-img-2.jpg,Healthy,train,6.4,23.27,6.88,14.81,0.026,13.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-70-img-3.jpg,Healthy,train,7.51,26.88,6.44,16.16,0.031,12.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-71-img-1.jpg,Healthy,train,7.1,24.91,6.68,12.41,0.007,13.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-71-img-2.jpg,Healthy,train,6.63,25.58,7.92,12.58,0.028,9.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-71-img-3.jpg,Healthy,train,7.7,25.27,6.19,15.98,0.052,10.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-1.jpg,Healthy,train,7.63,27.98,3.94,14.18,0.0,9.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-2.jpg,Healthy,train,7.65,26.06,6.72,16.9,0.006,8.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-72-img-3.jpg,Healthy,train,7.45,22.81,6.45,13.79,0.036,10.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-1.jpg,Healthy,train,7.4,25.83,6.05,16.68,0.002,10.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-2.jpg,Healthy,train,6.33,25.44,5.98,11.74,0.015,12.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-73-img-3.jpg,Healthy,test,6.84,25.09,6.73,14.08,0.009,9.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-1.jpg,Healthy,val,7.08,26.24,6.45,14.17,0.024,13.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-2.jpg,Healthy,val,6.86,24.5,6.12,12.07,0.022,10.5
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-74-img-3.jpg,Healthy,val,7.49,26.78,5.95,14.34,0.027,16.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-75-img-1.jpg,Healthy,train,6.86,27.34,7.41,14.18,0.013,14.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-75-img-2.jpg,Healthy,test,6.74,23.18,6.86,11.23,0.038,14.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-75-img-3.jpg,Healthy,test,7.36,24.57,6.16,13.45,0.04,14.49
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-76-img-1.jpg,Healthy,val,7.47,26.68,7.09,12.64,0.018,16.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-76-img-3.jpg,Healthy,train,7.48,23.52,6.24,13.53,0.024,14.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-1.jpg,Healthy,train,7.61,27.04,6.64,13.02,0.038,11.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-2.jpg,Healthy,train,6.57,25.37,5.49,12.86,0.016,17.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-77-img-3.jpg,Healthy,train,7.5,24.12,6.59,16.88,0.017,9.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-78-img-1.jpg,Healthy,train,7.2,23.5,7.03,14.65,0.003,14.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-78-img-2.jpg,Healthy,test,7.27,23.21,6.8,15.6,0.031,15.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-78-img-3.jpg,Healthy,val,6.64,24.68,7.9,17.37,0.018,16.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-79-img-2.jpg,Healthy,train,7.4,28.91,6.06,14.24,0.002,9.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-8-img-2.jpg,Healthy,train,8.46,27.32,7.06,13.17,0.006,16.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-8-img-3.jpg,Healthy,val,7.22,26.83,6.07,15.06,0.016,16.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-1.jpg,Healthy,train,6.72,25.5,6.39,13.74,0.004,11.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-2.jpg,Healthy,val,7.63,22.27,7.14,15.68,0.008,9.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-80-img-3.jpg,Healthy,test,6.71,24.27,7.07,15.68,0.003,9.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-1.jpg,Healthy,train,7.53,27.59,6.77,15.72,0.014,14.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-2.jpg,Healthy,train,7.63,29.13,5.99,14.28,0.003,13.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-81-img-3.jpg,Healthy,val,7.18,24.53,7.06,19.64,0.002,15.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-82-img-1.jpg,Healthy,val,7.88,27.66,6.74,15.0,0.023,10.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-82-img-2.jpg,Healthy,train,7.47,23.68,7.29,16.15,0.009,10.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-82-img-3.jpg,Healthy,val,7.85,26.75,7.4,16.41,0.0,11.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-83-img-3.jpg,Healthy,test,6.89,27.85,6.02,18.26,0.028,5.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-84-img-1.jpg,Healthy,train,6.93,25.22,3.14,15.86,0.009,12.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-84-img-2.jpg,Healthy,val,7.34,24.53,5.92,11.63,0.002,11.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-84-img-3.jpg,Healthy,train,7.49,24.94,7.48,13.95,0.034,12.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-85-img-1.jpg,Healthy,test,7.32,26.2,6.46,12.61,0.018,6.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-85-img-2.jpg,Healthy,val,9.81,25.58,7.8,16.01,0.005,9.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-85-img-3.jpg,Healthy,train,7.26,27.54,7.05,13.87,0.016,12.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-86-img-1.jpg,Healthy,train,6.96,23.63,6.1,14.85,0.011,11.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-86-img-2.jpg,Healthy,train,7.35,28.23,7.64,14.19,0.035,9.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-86-img-3.jpg,Healthy,train,7.47,26.65,5.23,16.36,0.022,12.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-87-img-2.jpg,Healthy,train,7.0,25.4,7.5,13.34,0.01,12.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-87-img-3.jpg,Healthy,test,7.02,24.06,6.23,13.79,0.034,11.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-88-img-1.jpg,Healthy,val,6.67,27.6,6.63,17.77,0.035,15.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-88-img-2.jpg,Healthy,train,7.37,26.78,6.45,19.54,0.005,14.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-88-img-3.jpg,Healthy,train,6.81,26.44,6.57,13.77,0.029,7.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-89-img-1.jpg,Healthy,train,7.24,25.83,6.1,14.22,0.005,10.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-89-img-2.jpg,Healthy,train,7.16,25.16,5.04,19.11,0.01,11.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-9-img-1.jpg,Healthy,train,7.43,28.54,5.44,15.31,0.064,15.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-9-img-2.jpg,Healthy,train,7.08,26.2,6.27,14.56,0.004,7.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-9-img-3.jpg,Healthy,train,7.24,27.47,5.45,17.31,0.011,16.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-90-img-1.jpg,Healthy,train,7.09,25.9,5.99,13.97,0.002,12.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-90-img-2.jpg,Healthy,train,7.35,24.61,5.7,14.35,0.004,11.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-91-img-1.jpg,Healthy,train,7.35,28.9,6.91,14.9,0.002,9.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-91-img-2.jpg,Healthy,val,6.81,26.07,6.53,14.0,0.011,7.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-91-img-3.jpg,Healthy,val,7.35,25.2,7.11,13.25,0.011,15.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-92-img-2.jpg,Healthy,train,7.28,24.81,6.71,17.56,0.01,5.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-92-img-3.jpg,Healthy,test,6.91,28.44,6.21,12.65,0.022,4.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-93-img-1.jpg,Healthy,val,7.04,28.25,7.43,14.79,0.016,8.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-94-img-1.jpg,Healthy,val,7.4,24.78,6.48,14.68,0.03,7.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-94-img-2.jpg,Healthy,train,7.33,28.06,6.66,16.37,0.013,16.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-94-img-3.jpg,Healthy,train,7.04,23.65,6.67,20.02,0.007,11.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-95-img-1.jpg,Healthy,train,7.13,26.96,6.56,14.77,0.002,8.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-95-img-2.jpg,Healthy,train,6.54,27.79,6.98,15.1,0.004,14.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-96-img-1.jpg,Healthy,train,7.26,25.55,7.16,15.64,0.017,12.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-96-img-2.jpg,Healthy,test,6.95,25.04,6.09,12.87,0.016,7.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-97-img-1.jpg,Healthy,test,7.76,26.11,5.85,13.61,0.01,9.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-97-img-2.jpg,Healthy,test,7.52,26.91,7.65,12.04,0.022,13.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-97-img-3.jpg,Healthy,val,7.26,24.54,7.0,15.67,0.006,11.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-98-img-1.jpg,Healthy,train,7.81,26.0,6.89,13.42,0.029,9.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-98-img-2.jpg,Healthy,test,6.69,26.05,6.56,14.64,0.03,13.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-98-img-3.jpg,Healthy,train,6.9,25.57,7.1,16.79,0.017,12.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-99-img-1.jpg,Healthy,test,6.76,28.85,6.03,13.33,0.01,14.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-99-img-2.jpg,Healthy,train,6.22,25.05,4.9,16.49,0.028,7.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\Healthy\Healthy-99-img-3.jpg,Healthy,train,7.19,24.78,5.94,15.52,0.007,12.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-1-img-1.jpg,WSSV,test,6.34,32.38,3.56,24.7,0.725,33.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-1-img-3.jpg,WSSV,train,6.84,31.4,4.97,26.56,0.405,37.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-10-img-1.jpg,WSSV,train,6.82,27.86,3.79,30.36,0.729,53.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-10-img-2.jpg,WSSV,val,5.84,33.57,3.9,23.43,0.516,53.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-100-img-1.jpg,WSSV,val,6.14,30.62,4.15,27.67,0.121,48.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-100-img-3.jpg,WSSV,test,5.9,32.51,2.52,37.94,0.154,47.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-101-img-1.jpg,WSSV,train,6.42,33.1,4.17,32.23,0.113,48.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-101-img-2.jpg,WSSV,train,6.46,33.33,3.02,32.26,0.079,59.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-102-img-1.jpg,WSSV,val,6.02,31.77,2.78,33.41,0.037,45.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-103-img-1.jpg,WSSV,test,5.94,27.41,2.15,29.12,0.145,23.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-103-img-2.jpg,WSSV,train,8.05,36.77,3.05,27.57,0.272,29.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-103-img-3.jpg,WSSV,train,7.15,29.44,3.67,29.99,0.136,55.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-104-img-1.jpg,WSSV,train,6.61,28.93,1.59,28.58,0.227,44.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-104-img-3.jpg,WSSV,test,5.4,29.86,3.85,26.52,0.062,31.52
