image_path,label,species,split_x,is_augmented,fold,split_y,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity,temp_do_ratio,ammonia_toxicity_index,stress_score
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_88.jpg,Parasitic diseases,fish,train,False,3,train,6.68,27.12,4.0,21.98,0.039,49.02,6.779983050042376,0.02024949904191231,1.0020000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_89.jpg,Parasitic diseases,fish,train,False,2,train,6.31,31.5,4.89,25.5,0.027,46.49,6.441704618190966,0.006945992487765733,0.7980000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_9.jpg,Parasitic diseases,fish,train,False,1,train,6.63,29.35,3.84,30.26,0.023,45.36,7.64320926247588,0.011518500166680604,1.001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_90.jpg,Parasitic diseases,fish,train,False,4,train,5.6,32.9,3.02,27.68,0.445,48.83,10.894003662239529,0.023313952121953887,3.2440000000000007
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_91.jpg,Parasitic diseases,fish,train,False,4,val,6.7,31.3,3.04,29.72,0.328,47.37,10.296018763096173,0.20581554461244123,2.4400000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_93.jpg,Parasitic diseases,fish,train,False,0,train,6.53,34.38,3.91,27.36,0.263,37.38,8.792816386658858,0.12255234116645215,1.9699999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_94.jpeg,Parasitic diseases,fish,train,False,2,train,5.99,26.66,3.47,28.6,0.047,29.85,7.6829749770173565,0.004897991130408202,1.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_95.jpg,Parasitic diseases,fish,train,False,1,val,7.71,29.58,2.85,24.5,0.132,50.88,10.378910951189644,0.8009992181909295,1.536
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_0.jpg,Parasitic diseases,fish,train,True,1,train,6.5,27.55,3.7,35.13,0.404,50.67,7.445925821822103,0.1407871312528244,2.606
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_1.jpg,Parasitic diseases,fish,train,True,1,train,7.13,34.02,3.55,31.62,0.33,38.68,9.583071596981418,0.6057706679081383,2.1660000000000004
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_10.jpg,Parasitic diseases,fish,train,True,4,train,5.32,23.29,3.52,25.42,0.445,56.11,6.616458475970238,0.008661427825991129,3.178
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_100.jpg,Parasitic diseases,fish,train,True,3,train,5.45,33.6,4.88,31.06,0.222,45.11,6.8852317925578035,0.008409152784355129,1.8390000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_101.jpg,Parasitic diseases,fish,train,True,0,val,6.12,29.69,3.81,21.98,0.001,40.82,7.792630465536836,0.00015655617027095895,1.075
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_103.jpg,Parasitic diseases,fish,train,True,0,train,7.38,29.3,2.67,30.4,0.109,36.39,10.973741671379509,0.3064461077389018,1.471
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_104.jpg,Parasitic diseases,fish,train,True,4,train,5.92,28.28,3.26,24.2,0.026,48.21,8.674820015889523,0.002446317062465487,1.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_105.jpg,Parasitic diseases,fish,train,True,3,train,6.94,26.4,2.19,28.22,0.181,35.7,12.05473947607545,0.1664724967298456,2.035
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_106.jpg,Parasitic diseases,fish,train,True,0,train,6.53,32.3,2.71,29.71,0.243,47.35,11.918775207471558,0.10638215588483953,2.25
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_107.jpg,Parasitic diseases,fish,train,True,0,train,5.8,27.07,4.19,28.16,0.642,40.11,6.460605105954401,0.043861479329122426,3.621
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_109.jpg,Parasitic diseases,fish,train,True,4,train,6.92,31.78,2.49,28.22,0.219,59.77,12.763000951803406,0.23155704517583164,2.1029999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_11.jpg,Parasitic diseases,fish,train,True,1,train,6.53,32.75,4.13,26.17,0.374,31.45,7.929762881930069,0.16601330585884103,2.3480000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_110.jpg,Parasitic diseases,fish,train,True,3,train,6.14,28.96,2.36,25.12,0.176,51.05,12.271134444345575,0.02814305352524126,2.204
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_113.jpg,Parasitic diseases,fish,train,True,1,train,6.42,31.9,2.22,20.62,0.208,36.81,14.369304642771876,0.06980941671929694,2.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_114.jpg,Parasitic diseases,fish,train,True,3,train,6.46,32.85,2.73,33.55,0.348,53.33,12.032922956326168,0.1318786853497709,2.685
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_115.jpg,Parasitic diseases,fish,train,True,2,train,5.96,32.11,1.77,25.01,0.17,27.15,18.141140445534205,0.019913574275168416,2.4110000000000005
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_116.jpg,Parasitic diseases,fish,train,True,3,train,4.76,31.94,2.77,22.06,0.181,39.66,11.530644293702911,0.001330679535734932,2.515
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_118.jpg,Parasitic diseases,fish,train,True,4,train,6.31,27.22,2.16,33.14,0.098,40.26,12.601793510215229,0.02178583388673058,1.901
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_121.jpg,Parasitic diseases,fish,train,True,3,val,5.31,32.52,3.5,35.01,0.148,39.05,9.291402024565645,0.00393072122327066,1.999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_122.jpg,Parasitic diseases,fish,train,True,4,train,6.53,36.14,4.12,28.68,0.23,47.0,8.771823369360755,0.11266161578641125,1.775
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_123.jpg,Parasitic diseases,fish,train,True,0,train,7.04,25.52,3.57,25.94,0.0,51.29,7.148439360113837,0.0,0.867
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_124.jpg,Parasitic diseases,fish,train,True,0,train,5.12,31.08,4.43,35.13,0.173,45.74,7.015785517414183,0.002835222224855853,1.8770000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_126.jpg,Parasitic diseases,fish,train,True,1,train,5.97,33.16,2.92,28.34,0.175,47.25,11.356125492720913,0.02166269883009974,2.083
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_127.jpg,Parasitic diseases,fish,train,True,4,train,6.92,29.26,3.89,30.78,0.047,59.71,7.521831563415004,0.04575432693183261,0.9949999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_129.jpg,Parasitic diseases,fish,train,True,1,train,6.64,33.73,2.66,31.22,0.147,37.65,12.680403457129858,0.08657523264618942,1.848
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_13.jpg,Parasitic diseases,fish,train,True,4,train,7.27,28.87,3.44,30.86,0.267,54.12,8.39241746390272,0.57414030618668,1.9050000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_130.jpg,Parasitic diseases,fish,train,True,2,train,5.69,27.28,2.46,25.0,0.409,54.32,11.089385815504816,0.021858867890719322,3.2409999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_132.jpg,Parasitic diseases,fish,train,True,2,train,7.28,28.06,3.7,25.51,0.002,34.49,7.58376328712625,0.0042773782196839,0.7639999999999999
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_133.jpg,Parasitic diseases,fish,train,True,2,train,6.58,29.53,2.95,19.12,0.843,53.1,10.010135558862512,0.378574199689233,4.563
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_136.jpg,Parasitic diseases,fish,train,True,1,train,5.53,31.01,1.98,32.84,0.244,38.34,15.661537062944127,0.01025537590711164,2.7729999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_137.jpg,Parasitic diseases,fish,train,True,3,train,5.68,32.86,3.65,29.56,0.527,40.57,9.002715061054626,0.033154170429485735,3.359
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_138.jpg,Parasitic diseases,fish,train,True,3,train,6.92,34.78,2.15,32.09,0.017,53.22,16.176668945725833,0.019671545892086608,1.397
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_14.jpg,Parasitic diseases,fish,train,True,2,train,6.52,33.79,3.13,20.52,0.029,28.82,10.795492666157616,0.01297914789008022,1.2710000000000001
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_140.jpg,Parasitic diseases,fish,train,True,4,train,5.99,29.81,2.72,18.49,0.191,52.0,10.95951853118187,0.022256421349313243,2.201
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_141.jpg,Parasitic diseases,fish,train,True,0,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_142.jpg,Parasitic diseases,fish,train,True,4,train,5.98,30.86,2.86,28.36,0.021,19.76,10.790172062335447,0.0024755699811882096,1.4819999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_144.jpg,Parasitic diseases,fish,train,True,3,train,5.8,32.8,3.12,35.6,0.567,48.41,10.512786817990966,0.04693716923881934,3.6420000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_146.jpg,Parasitic diseases,fish,train,True,2,val,5.88,30.38,3.23,23.43,0.097,48.0,9.405543636087813,0.008941687651002,1.705
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_147.jpg,Parasitic diseases,fish,train,True,2,train,6.07,28.69,3.28,29.2,0.733,25.21,8.746924552059292,0.09883130141576274,4.1770000000000005
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_148.jpg,Parasitic diseases,fish,train,True,4,train,6.0,29.42,2.87,25.84,0.241,44.39,10.250835362942986,0.02836088,2.353
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_149.jpg,Parasitic diseases,fish,train,True,0,train,5.65,30.2,3.16,25.25,0.161,55.98,9.556931781861449,0.008687459847025658,2.0509999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_15.jpg,Parasitic diseases,fish,train,True,2,train,6.59,30.26,2.54,29.76,0.224,48.24,11.913338923862504,0.1054816545442413,2.207
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_152.jpg,Parasitic diseases,fish,train,True,3,train,6.48,29.99,3.8,33.93,0.475,18.94,7.892084494514488,0.17207986898022745,2.866
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_154.jpg,Parasitic diseases,fish,train,True,4,train,5.98,34.96,3.96,35.77,0.047,45.55,8.82826053469562,0.006276669671774174,1.2559999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_156.jpg,Parasitic diseases,fish,train,True,0,train,5.93,28.4,3.27,24.84,0.277,52.46,8.684988730921312,0.026782930875721804,2.3980000000000006
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_159.jpg,Parasitic diseases,fish,train,True,3,val,6.14,36.13,4.25,32.61,0.051,41.93,8.501156467867135,0.010174149829940847,1.137
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_16.jpg,Parasitic diseases,fish,train,True,4,val,6.4,31.69,3.22,32.11,0.258,37.92,9.841584342905767,0.08214893480700391,2.1959999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_160.jpg,Parasitic diseases,fish,train,True,2,train,4.69,30.63,3.58,34.08,0.206,46.02,8.555842022787646,0.001236158639549855,2.393
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_161.jpg,Parasitic diseases,fish,train,True,0,train,7.17,30.08,3.18,33.85,0.486,22.49,9.459089751290088,0.8649163213449774,2.8890000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_162.jpg,Parasitic diseases,fish,train,True,3,train,6.81,34.71,2.66,27.39,0.11,47.57,13.048823124725095,0.09860689647508865,1.649
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_163.jpg,Parasitic diseases,fish,train,True,0,train,6.17,31.12,4.22,34.17,0.202,47.37,7.374390108080314,0.037192121256154044,1.741
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_165.jpg,Parasitic diseases,fish,train,True,2,,,,,,,,,,
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_167.jpg,Parasitic diseases,fish,train,True,2,train,5.84,32.8,3.43,30.67,0.655,51.74,9.562654336284732,0.05945318631688971,3.8890000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_169.jpg,Parasitic diseases,fish,train,True,1,train,5.54,31.48,4.37,27.17,0.007,45.09,7.2036448429179805,0.0003056277294628795,1.105
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_171.jpg,Parasitic diseases,fish,train,True,0,train,7.15,31.75,2.79,23.38,0.264,36.19,11.379887527284849,0.47359558796111745,2.124
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_172.jpg,Parasitic diseases,fish,train,True,4,train,6.93,27.64,3.88,25.35,0.065,49.44,7.123692980172732,0.061166183977375534,1.0670000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_173.jpg,Parasitic diseases,fish,train,True,1,train,5.78,30.75,3.14,29.86,0.099,50.68,9.792962442794767,0.007337368079627459,1.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_174.jpg,Parasitic diseases,fish,train,True,3,train,6.11,28.33,3.16,27.1,0.019,19.38,8.965161502653471,0.002773704344759455,1.3449999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_176.jpg,Parasitic diseases,fish,train,True,0,train,5.61,30.67,2.86,25.3,0.314,58.23,10.723738728186266,0.015692907519036698,2.7649999999999997
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_179.jpg,Parasitic diseases,fish,train,True,0,train,7.07,26.12,3.27,26.4,0.744,44.91,7.987743156748756,0.9132845262582111,3.924
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_182.jpg,Parasitic diseases,fish,train,True,3,train,6.27,32.94,4.82,31.61,0.343,48.24,6.834010717820087,0.0841545701864578,2.095
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_184.jpg,Parasitic diseases,fish,train,True,0,train,7.39,29.53,1.6,19.61,0.004,44.54,18.456134649158443,0.011598008684828623,1.3690000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_186.jpg,Parasitic diseases,fish,train,True,4,train,5.32,31.46,1.77,24.99,0.794,42.05,17.773910881859425,0.0208756117934698,5.099
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_191.jpg,Parasitic diseases,fish,train,True,1,train,6.22,30.0,2.37,24.86,0.21,40.84,12.658174438082538,0.0418215900674265,2.313
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_193.jpg,Parasitic diseases,fish,train,True,1,train,6.37,23.62,2.78,24.53,0.176,48.49,8.4963723152075,0.038980961970971034,2.009
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_195.jpg,Parasitic diseases,fish,train,True,2,train,7.74,32.42,2.7,29.39,0.211,63.18,12.00736293569283,1.5036801170111784,1.906
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_197.jpg,Parasitic diseases,fish,train,True,3,val,6.51,27.43,3.86,34.21,0.306,45.4,7.106199206737807,0.10864436987725551,2.1630000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_20.jpg,Parasitic diseases,fish,train,True,1,train,6.66,30.36,3.79,28.59,0.033,38.57,8.010532953738908,0.018317900616454046,1.047
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_200.jpg,Parasitic diseases,fish,train,True,2,train,6.63,31.83,2.95,28.93,0.12,40.7,10.78979393290192,0.0651745252005825,1.656
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_201.jpg,Parasitic diseases,fish,train,True,4,train,6.96,32.07,2.68,28.44,0.085,56.08,11.96637325980127,0.09944383790168967,1.498
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_202.jpg,Parasitic diseases,fish,train,True,2,train,5.33,28.07,3.68,22.38,0.577,35.57,7.627696663867761,0.013850907122717226,3.6549999999999994
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_203.jpg,Parasitic diseases,fish,train,True,0,train,5.75,31.48,3.29,27.1,0.195,42.89,9.568359974589743,0.013807953835253909,2.1180000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_204.jpg,Parasitic diseases,fish,train,True,0,train,7.59,29.76,3.13,22.67,0.268,63.34,9.50795684358836,1.2411598328111932,1.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_208.jpg,Parasitic diseases,fish,train,True,1,val,5.85,30.67,2.94,24.34,0.335,51.19,10.431937306335694,0.029095014257462404,2.753
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_209.jpg,Parasitic diseases,fish,train,True,0,val,5.08,30.14,2.58,30.96,0.032,59.85,11.682125263080374,0.0004638240007599211,1.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_21.jpg,Parasitic diseases,fish,train,True,3,val,6.77,32.25,4.07,21.13,0.047,39.82,7.923813455003796,0.035701590824209324,0.986
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_211.jpg,Parasitic diseases,fish,train,True,3,train,6.94,33.11,3.63,24.55,0.893,39.13,9.121186993975224,1.0300792314342861,4.451
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_213.jpg,Parasitic diseases,fish,train,True,2,train,6.88,29.06,3.3,24.87,0.14,38.96,8.80603392110933,0.12344788024994922,1.556
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_214.jpg,Parasitic diseases,fish,train,True,2,train,5.9,28.97,2.45,27.69,0.124,54.44,11.8244415328917,0.011413797724141379,2.041
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_215.jpg,Parasitic diseases,fish,train,True,1,train,7.39,28.49,4.07,25.11,0.889,30.6,6.999982801025059,2.486876403199731,4.168
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_216.jpg,Parasitic diseases,fish,train,True,1,train,5.98,28.53,2.47,27.55,0.233,42.9,11.55056052404646,0.025393214662606564,2.447
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_217.jpg,Parasitic diseases,fish,train,True,4,train,7.46,29.74,2.85,30.24,0.425,52.45,10.43505110508384,1.458108647350749,2.657
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_218.jpg,Parasitic diseases,fish,train,True,3,train,5.43,31.86,2.7,25.65,0.111,39.86,11.79995629645816,0.0038074020690781495,2.055
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_22.jpg,Parasitic diseases,fish,train,True,3,train,5.7,29.6,3.19,26.92,0.14,59.03,9.278967777530479,0.00830767958460567,1.943
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_221.jpg,Parasitic diseases,fish,train,True,1,train,5.89,30.8,3.38,19.36,0.11,40.79,9.11239907574238,0.010519700924552023,1.709
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_222.jpg,Parasitic diseases,fish,train,True,0,train,5.66,36.69,4.66,29.87,0.131,51.78,7.873373662288278,0.00878777641473216,1.478
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_225.jpg,Parasitic diseases,fish,train,True,3,train,6.14,29.03,2.82,27.06,0.18,40.1,10.294289736561218,0.028852239745023635,2.082
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_227.jpg,Parasitic diseases,fish,train,True,4,train,6.43,35.0,2.57,24.52,0.169,28.28,13.61862405204649,0.06368171346091078,2.0260000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_228.jpg,Parasitic diseases,fish,train,True,2,train,5.71,36.36,2.99,28.59,0.096,31.37,12.160494446506867,0.0071606937300195935,1.8239999999999998
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_233.jpg,Parasitic diseases,fish,train,True,4,train,6.52,32.81,4.29,23.92,0.709,34.82,7.648000820510909,0.30811472703813025,3.6430000000000002
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_234.jpg,Parasitic diseases,fish,train,True,4,train,7.08,25.02,3.41,27.39,0.584,39.33,7.337221884979809,0.7026841277604224,3.239
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_237.jpg,Parasitic diseases,fish,train,True,2,train,5.31,26.17,2.3,37.57,0.046,45.5,11.378211399080875,0.0009831539890208284,1.9510000000000003
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Parasitic diseases\Parasitic diseases_aug_243.jpg,Parasitic diseases,fish,train,True,0,train,5.97,30.55,3.0,32.67,0.078,40.09,10.183299389002036,0.008895406693476595,1.671
